time,open,high,low,close,symbol,volume,quote_volume,ÕÇµø·ù,Õñ·ù,ÉÏÕÇ,ÏÂµø,Dc_2,ApzUpper_2,Turtle_2,ÉÏÕÇÊýÁ¿,ÏÂµøÊýÁ¿,ÉÏÕÇ±ÈÀý,rank_Dc_2,rank_ÕÇµø·ù,rank_Õñ·ù,rank_ApzUpper_2,rank_Turtle_2,rank_sum,rank
2021-05-17 23:59:00,0.01619,0.017785,0.014509,0.016475,1000SHIB-USDT,30048593761.0,480610563.41384,0.017603458925262494,0.20234712785670164,1,0,0.24560299531195937,0.0,0.0,5,105,0.045454545454545456,2.0,106.0,2.0,4.0,4.0,118.0,1.0
2021-05-20 11:59:00,0.009126,0.01135,0.007923,0.010297,1000SHIB-USDT,47380338269.0,461780051.139637,0.12967635765222174,0.3755204909051064,1,0,0.9108002751662462,0.0,0.0,111,0,1.0,8.0,25.0,12.0,4.0,2.0,51.0,1.0
2021-05-20 23:59:00,0.010297,0.012176,0.009302,0.009661,1000SHIB-USDT,44617485904.0,466771519.380409,-0.06176556278527734,0.27911042051082835,0,1,0.42320513458381015,0.0,0.0,75,36,0.6756756756756757,21.0,6.0,4.0,4.0,33.0,68.0,1.0
2021-06-16 23:59:00,0.008496,0.009327,0.0081319999999999,0.008313,1000SHIB-USDT,50778403730.0,442001283.62712,-0.021539548022598942,0.14065442561206457,0,1,0.13689214731658256,0.9999935272802024,0.0,35,78,0.30973451327433627,14.0,26.0,2.0,19.0,9.0,70.0,1.0
2021-06-19 23:59:00,0.008169,0.00835,0.007451,0.007605,1000SHIB-USDT,40109539896.0,313475857.066583,-0.06972477064220184,0.11005018974170641,0,1,0.1662622908951603,0.9999685801615668,0.0,1,112,0.008849557522123894,2.0,4.0,3.0,3.0,1.0,13.0,1.0
2021-10-09 23:59:00,0.028079,0.028488,0.02445,0.0266889999999999,1000SHIB-USDT,65436562474.0,1712026335.264818,-0.049503187435453566,0.14380854019017772,0,1,0.21255597185415007,0.0,0.0,73,59,0.553030303030303,2.0,1.0,1.0,31.0,50.0,85.0,1.0
2021-10-24 23:59:00,0.041566,0.044774,0.032775,0.036084,1000SHIB-USDT,152016598615.0,5999936032.352502,-0.13209543967673665,0.288673435019006,0,1,0.3094559568788766,0.9999998506125305,0.0,39,96,0.28888888888888886,1.0,1.0,1.0,49.0,15.0,67.0,1.0
2021-10-28 11:59:00,0.078997,0.0886,0.05865,0.07828,1000SHIB-USDT,160559956767.0,11793555836.53858,-0.009164092957317238,0.37912832132865804,0,1,0.48293544922213544,0.999999943779185,0.0,132,4,0.9705882352941176,1.0,3.0,3.0,16.0,17.0,40.0,1.0
2021-10-28 23:59:00,0.07828,0.080481,0.0589,0.068661,1000SHIB-USDT,109417948181.0,7598723070.626389,-0.1228794072560041,0.27568983137455283,0,1,0.40679117147707977,0.999999303340951,0.0,73,63,0.5367647058823529,2.0,1.0,2.0,15.0,72.0,92.0,1.0
2021-10-30 11:59:00,0.074837,0.078188,0.071,0.073232,1000SHIB-USDT,30285028198.0,2248386565.270335,-0.021263515229274388,0.09604874594117882,0,1,0.15759482318528786,0.0,0.0,42,94,0.3088235294117647,9.0,23.0,15.0,42.0,42.0,131.0,1.0
2021-11-30 23:59:00,0.0536149999999999,0.054,0.0456,0.0474589999999999,1000SHIB-USDT,67965439837.0,3345278808.943987,-0.11480210392808043,0.1566725729739814,0,1,0.226542515092602,0.9999996533057541,0.0,37,101,0.26811594202898553,3.0,1.0,2.0,65.0,27.0,98.0,1.0
2021-12-01 11:59:00,0.04746,0.048843,0.04418,0.045668,1000SHIB-USDT,27724876500.0,1277669307.884905,-0.03773783686971699,0.09825115887062791,0,1,0.20004074149521295,0.0,0.0,105,33,0.7608695652173914,6.0,4.0,17.0,43.0,46.0,116.0,1.0
2021-12-04 23:59:00,0.034456,0.039564,0.034455,0.036389,1000SHIB-USDT,27672274082.0,1028938105.479067,0.05613118560441155,0.1482760622242861,1,0,0.36836184604596217,0.0,0.0,138,0,1.0,107.0,16.0,26.0,4.0,2.0,155.0,1.0
2022-01-24 23:59:00,0.019452,0.022299,0.018628,0.021185,1000SHIB-USDT,28031751110.0,563458389.647633,0.08909109603125631,0.18872095414353282,1,0,0.21677635515137017,0.999979073906564,0.0,142,0,1.0,13.0,59.0,15.0,56.0,12.0,155.0,1.0
2022-02-08 23:59:00,0.033158,0.033158,0.029425,0.030968,1000SHIB-USDT,52404453122.0,1624637124.721022,-0.06621637920636836,0.11258218227878643,0,1,0.17745432022297922,0.9999621446825598,0.0,61,81,0.4295774647887324,4.0,1.0,8.0,56.0,23.0,92.0,1.0
2022-02-14 11:59:00,0.030111,0.030829,0.0286,0.0299329999999999,1000SHIB-USDT,21554087595.0,636367462.002288,-0.0059114609279034,0.07402610341735573,0,1,0.12089356110381086,0.0,0.0,24,118,0.16901408450704225,11.0,101.0,5.0,6.0,2.0,125.0,1.0
2022-02-18 11:59:00,0.028196,0.029949,0.027804,0.028736,1000SHIB-USDT,15653915550.0,455869571.094576,0.01907936733101634,0.07607462051354806,1,0,0.12406072428123147,0.0,0.0,82,60,0.5774647887323944,7.0,128.0,8.0,6.0,2.0,151.0,1.0
2022-04-13 11:59:00,0.0269139999999999,0.028165,0.025965,0.026269,1000SHIB-USDT,45113201567.0,1211265950.433323,-0.023928956266488277,0.08174184439325291,0,1,0.19515408828050657,0.0,0.0,23,124,0.1564625850340136,2.0,24.0,10.0,8.0,12.0,56.0,1.0
2022-04-25 23:59:00,0.0236819999999999,0.025356,0.0233419999999999,0.024297,1000SHIB-USDT,16288875189.0,396176608.971292,0.025969090448446197,0.08504349294823527,1,0,0.1295930794104105,0.9999988643728756,0.38825308683767834,149,0,1.0,12.0,9.0,18.0,65.0,24.0,128.0,1.0
2022-03-11 11:59:00,0.08054,0.08083,0.0745,0.07691,1000XEC-USDT,364591929.0,28031595.42367,-0.044952191729788815,0.07859448721132359,0,1,0.11583206879109764,0.0,0.0,96,48,0.6666666666666666,18.0,3.0,15.0,22.0,7.0,65.0,1.0
2022-04-03 11:59:00,0.12877,0.12914,0.11592,0.1200099999999999,1000XEC-USDT,1756365520.0,213269228.01244,-0.06802826745360024,0.10266366389687047,0,1,0.36631444124239604,0.0,0.0,121,26,0.8231292517006803,1.0,1.0,18.0,51.0,30.0,101.0,1.0
2022-04-22 11:59:00,0.09016,0.09416,0.08914,0.09124,1000XEC-USDT,144164358.0,13159025.19173,0.011978704525288375,0.05567879325643297,1,0,0.14125844594594597,0.0,0.0,132,17,0.8859060402684564,20.0,53.0,37.0,19.0,7.0,136.0,1.0
2022-05-12 11:59:00,0.03628,0.03839,0.02535,0.03116,1000XEC-USDT,835535526.0,25873467.65679,-0.14088778604907626,0.3594266813671444,0,1,0.7438057482656095,0.0,-0.23090816497597585,8,141,0.053691275167785234,1.0,38.0,23.0,23.0,53.0,138.0,1.0
2022-05-12 23:59:00,0.0311399999999999,0.03667,0.02936,0.03181,1000XEC-USDT,590321531.0,19317677.47423,0.020860077021822798,0.23474630700064303,1,0,0.409162221524945,0.0,0.0,120,29,0.8053691275167785,21.0,64.0,13.0,3.0,4.0,105.0,1.0
2022-05-16 23:59:00,0.04721,0.04912,0.04523,0.04676,1000XEC-USDT,839308224.0,39584731.91962,-0.009531878839228902,0.08239779707689043,0,1,0.18432462479155082,0.0,0.0,57,93,0.38,11.0,57.0,26.0,6.0,3.0,103.0,1.0
2021-01-01 11:59:00,1.3658,1.4033,1.1222,1.1734,1INCH-USDT,25403471.0,31517115.0848,-0.14200058496636436,0.20581344267096202,0,1,0.22471821237888076,0.9999999751736793,0.0,63,15,0.8076923076923077,6.0,1.0,2.0,20.0,55.0,84.0,1.0
2021-01-15 23:59:00,1.458,1.4652,1.174,1.3501,1INCH-USDT,24372517.0,32370291.279,-0.07375137211855098,0.19972565157750352,0,1,0.2544048769608208,0.999999993023491,0.0,17,62,0.21518987341772153,7.0,3.0,9.0,37.0,17.0,73.0,1.0
2021-01-27 11:59:00,2.6946,2.7368,2.3272,2.3526,1INCH-USDT,19352567.0,48065708.0179,-0.12714725633510193,0.15200771914198777,0,1,0.23093539841043417,0.9999999592575802,0.0,3,80,0.03614457831325301,7.0,9.0,7.0,19.0,4.0,46.0,1.0
2021-01-31 23:59:00,5.2199,5.47,4.4658,4.9459,1INCH-USDT,32233174.0,163460101.3757,-0.05321694519420361,0.1923791643518075,0,1,0.22511028973411243,0.9999999976622941,0.0,10,74,0.11904761904761904,8.0,25.0,6.0,13.0,9.0,61.0,1.0
2021-02-01 11:59:00,4.9482,5.1475,4.2821,4.7939,1INCH-USDT,23107874.0,108557900.0927,-0.030732525930568744,0.17489187987551033,0,1,0.2436193230176065,0.9999999928206358,0.0,54,31,0.6352941176470588,7.0,8.0,10.0,23.0,26.0,74.0,1.0
2021-02-24 23:59:00,3.9642,4.1051,3.403,3.6432,1INCH-USDT,17426620.0,64170428.9456,-0.0806732443412651,0.17711013571464612,0,1,0.2022768694365937,0.0,0.0,18,73,0.1978021978021978,37.0,7.0,11.0,8.0,19.0,82.0,1.0
2021-02-26 23:59:00,4.6859,5.1732,4.2659,4.4929,1INCH-USDT,37632022.0,176510627.0359,-0.04100320170757732,0.19362342346187483,0,1,0.3133629218884503,0.9999999921078203,0.0,46,45,0.5054945054945055,2.0,2.0,8.0,4.0,7.0,23.0,1.0
2021-05-09 11:59:00,7.4916,7.5453,6.7252,7.0208,1INCH-USDT,20767755.0,146640672.2074,-0.06275614412153407,0.10946927225158845,0,1,0.15926975133774002,0.999999987041554,0.0,14,94,0.12962962962962962,14.0,7.0,17.0,24.0,11.0,73.0,1.0
2021-05-28 23:59:00,2.6965,2.9889,2.5997,2.7487,1INCH-USDT,15132873.0,42567074.6023,0.018791697553743436,0.14433524939736705,1,0,0.2576029222030462,0.0,0.0,102,9,0.918918918918919,16.0,28.0,27.0,9.0,6.0,86.0,1.0
2021-06-04 23:59:00,3.3444,3.66,3.2779,3.3719,1INCH-USDT,28490792.0,100218572.222,0.008132268962836697,0.11425068771678039,1,0,0.1664816870144284,0.9999999908764104,0.0,106,5,0.954954954954955,43.0,20.0,14.0,9.0,4.0,90.0,1.0
2021-06-22 23:59:00,2.3152,2.6418,2.0656,2.4016,1INCH-USDT,39661168.0,94119712.4997,0.03687073655124795,0.24887698686938498,1,0,0.3191472048173164,0.0,0.0,102,12,0.8947368421052632,12.0,55.0,15.0,22.0,2.0,106.0,1.0
2021-06-23 23:59:00,2.7205,2.83,2.5009,2.6102,1INCH-USDT,16615904.0,43940963.0205,-0.040473477190015816,0.12097040985113029,0,1,0.2229640830273157,0.0,0.0,47,67,0.41228070175438597,23.0,8.0,26.0,3.0,48.0,108.0,1.0
2021-10-27 23:59:00,6.0771,6.1943,5.3345,5.7196,1INCH-USDT,139916542.0,794108252.5904,-0.05882740122755914,0.1414819568544207,0,1,0.6621364361997285,0.0,0.0,15,121,0.11029411764705882,1.0,3.0,8.0,9.0,5.0,26.0,1.0
2022-07-15 23:59:00,0.6622,0.6949,0.6372,0.6521,1INCH-USDT,72016312.0,47514859.303,-0.015252189670794336,0.08713379643612197,0,1,0.14128341422078425,0.9999999249253508,0.0,78,91,0.46153846153846156,9.0,28.0,8.0,21.0,69.0,135.0,1.0
2021-01-04 23:59:00,94.28,115.59,92.911,114.322,AAVE-USDT,532637.3,56241831.9678,0.21237380164588093,0.24054942723801445,1,0,0.29434007205168666,0.9999999999191398,2.137018458929654,73,5,0.9358974358974359,7.0,74.0,5.0,1.0,5.0,92.0,1.0
2021-01-05 11:59:00,114.344,120.299,98.653,114.263,AAVE-USDT,500826.0,55236719.6039,-0.000516086142649641,0.18930595396347863,0,1,0.25691102668730365,0.9999999998655199,0.0,63,15,0.8076923076923077,8.0,15.0,6.0,3.0,50.0,82.0,1.0
2021-01-16 23:59:00,196.847,203.94,173.0,181.145,AAVE-USDT,397071.8,75321177.7824,-0.07867231566580024,0.15717790974716403,0,1,0.2029229722285233,0.999999999912709,0.0,15,64,0.189873417721519,14.0,8.0,13.0,3.0,16.0,54.0,1.0
2021-01-24 23:59:00,243.75,289.434,233.55,264.705,AAVE-USDT,641804.6,166725239.9939,0.086571023951727,0.22926769230769237,1,0,0.30648593081355047,0.9999999999741961,0.43959479730707074,19,62,0.2345679012345679,2.0,79.0,1.0,3.0,8.0,93.0,1.0
2021-02-03 23:59:00,318.367,388.514,317.613,384.168,AAVE-USDT,461314.5,160728819.7975,0.20695960338554897,0.2227021016625467,1,0,0.25223548780735233,0.9999999999831133,2.376406925549633,76,9,0.8941176470588236,2.0,85.0,3.0,4.0,14.0,108.0,1.0
2021-02-10 23:59:00,561.878,562.391,460.0,523.8330000000001,AAVE-USDT,413799.2,214092591.8052,-0.06714096182784668,0.1822299502739028,0,1,0.23895133380294634,0.9999999999785835,0.0,17,68,0.2,32.0,12.0,30.0,6.0,17.0,97.0,1.0
2021-05-18 23:59:00,655.58,666.8,591.0,627.87,AAVE-USDT,829885.6,524105304.613,-0.04222408664480204,0.11562280728515201,0,1,0.16983127511755425,0.9999999995310641,0.0,19,91,0.17272727272727273,20.0,46.0,20.0,2.0,18.0,106.0,1.0
2021-05-25 11:59:00,387.4,404.97,320.78,322.87,AAVE-USDT,447479.2,160707095.947,-0.16659353140084154,0.21732059886422317,0,1,0.2320082673096798,0.9999999998891349,0.0,3,108,0.02702702702702703,29.0,8.0,19.0,7.0,6.0,69.0,1.0
2021-07-03 11:59:00,233.91,267.43,227.54,260.42,AAVE-USDT,563612.2,140685460.354,0.11376272346249272,0.17053567611474504,1,0,0.1969111969111969,0.9999999999577892,2.11952191066174,103,11,0.9035087719298246,3.0,112.0,2.0,3.0,2.0,122.0,1.0
2021-12-31 23:59:00,270.55,273.08,249.05,253.88,AAVE-USDT,480966.9,125347286.426,-0.061684591787707466,0.08881907226021057,0,1,0.09889124253353931,0.9999999997680149,0.0,12,129,0.0851063829787234,28.0,4.0,18.0,7.0,12.0,69.0,1.0
2022-02-25 23:59:00,125.78,143.15,125.78,139.47,AAVE-USDT,760754.2,103872263.559,0.1087526830431671,0.13809826681507398,1,0,0.1623050489029871,0.9999999997979926,1.3804238129359978,142,1,0.993006993006993,8.0,141.0,5.0,1.0,1.0,156.0,1.0
2022-03-14 23:59:00,119.36,120.68,114.05,118.29,AAVE-USDT,346613.6,40639879.993,-0.008549157656524975,0.055546246648793644,0,1,0.06855388813096855,0.9999999984005468,0.0,122,22,0.8472222222222222,48.0,13.0,22.0,5.0,68.0,156.0,1.0
2022-03-18 11:59:00,155.5,157.99,147.19,148.16,AAVE-USDT,1195617.4,182792211.657,-0.04720257234726688,0.06945337620578786,0,1,0.10491956166938679,0.9999999996244924,0.0,20,126,0.136986301369863,8.0,6.0,15.0,5.0,12.0,46.0,1.0
2022-03-29 23:59:00,182.9,224.2,181.92,222.73,AAVE-USDT,4342793.9,899799341.77,0.21776927282668113,0.23116457080371788,1,0,0.293430171598087,0.9999999999723901,2.5846852676283674,24,122,0.1643835616438356,2.0,145.0,2.0,6.0,2.0,157.0,1.0
2022-04-14 11:59:00,178.14,180.3,171.61,172.28,AAVE-USDT,423301.8,74624360.169,-0.032895475468732394,0.048781856966430885,0,1,0.104341736694678,0.0,0.0,34,113,0.23129251700680273,26.0,6.0,41.0,29.0,37.0,139.0,1.0
2022-05-20 23:59:00,97.42,97.94,84.41,90.11,AAVE-USDT,1248984.7,113391475.397,-0.07475100112947941,0.1388831862040649,0,1,0.15305508451397637,0.999999999805285,0.0,2,151,0.013071895424836602,15.0,13.0,4.0,10.0,3.0,45.0,1.0
2022-05-23 11:59:00,94.05,105.86,91.87,103.66,AAVE-USDT,928678.1,92494532.131,0.10206251328938976,0.14875066454013816,1,0,0.15732626859588342,0.9999999998944824,3.380281678238439,140,13,0.9150326797385621,12.0,148.0,7.0,5.0,7.0,179.0,1.0
2022-06-20 11:59:00,54.05,61.98,50.34,61.51,AAVE-USDT,2154469.8,121403013.35,0.13780984091749904,0.21535615171137826,1,0,0.2319049333813467,0.999999999819364,1.6666666629381055,152,11,0.9325153374233128,9.0,158.0,8.0,3.0,6.0,184.0,1.0
2022-06-25 23:59:00,72.8,73.34,66.45,69.91,AAVE-USDT,830928.8,57549049.309,-0.03996154902499305,0.09464285714285715,0,1,0.13014421385860006,0.9999999990585751,0.0,117,46,0.7177914110429447,18.0,4.0,23.0,17.0,89.0,151.0,1.0
2022-07-05 11:59:00,63.04,64.31,58.83,59.19,AAVE-USDT,618624.8,38298904.555,-0.0612212529738303,0.08692893401015235,0,1,0.08900438525255813,0.9999999994134466,0.0,6,159,0.03636363636363636,36.0,12.0,27.0,10.0,9.0,94.0,1.0
2022-07-07 23:59:00,63.5,72.4,63.03,71.13,AAVE-USDT,2216225.3,153937917.695,0.11998110533774198,0.14755905511811032,1,0,0.1539605801413166,0.9999999998678814,4.404624251996398,155,12,0.9281437125748503,3.0,165.0,3.0,7.0,11.0,189.0,1.0
2022-07-08 11:59:00,71.1,75.93,68.22,69.48,AAVE-USDT,1819628.1,130846741.61,-0.023196963306621576,0.10843881856540097,0,1,0.18566493955094998,0.9999999997621078,0.0,13,154,0.07784431137724551,2.0,78.0,5.0,9.0,16.0,110.0,1.0
2022-07-10 23:59:00,80.56,82.07,74.72,77.78,AAVE-USDT,2437892.0,189756024.965,-0.03450844091360483,0.0912363455809334,0,1,0.09497099878896047,0.9999999994792077,0.0,14,153,0.08383233532934131,26.0,19.0,6.0,5.0,7.0,63.0,1.0
2021-02-27 23:59:00,1.4598,1.46045,1.251,1.31376,ADA-USDT,1204274005.0,1645759846.93947,-0.10028763183125589,0.14347855870667225,0,1,0.1901252763448784,0.9999999819448865,0.0,14,77,0.15384615384615385,9.0,2.0,8.0,7.0,15.0,41.0,1.0
2021-05-30 23:59:00,1.6901,1.6993,1.5592,1.5754,ADA-USDT,573935703.0,932317358.49598,-0.0678658067569966,0.08289450328382943,0,1,0.23298291721419187,0.0,0.0,10,101,0.09009009009009009,15.0,6.0,37.0,8.0,12.0,78.0,1.0
2022-01-13 11:59:00,1.3123,1.3536,1.2719,1.2735,ADA-USDT,281191004.0,368048044.0064,-0.029492455418381303,0.06225710584470005,0,1,0.08623280545601657,0.9999999691642937,0.0,36,106,0.2535211267605634,26.0,20.0,24.0,33.0,38.0,141.0,1.0
2022-01-18 11:59:00,1.6004,1.6363,1.473,1.4914,ADA-USDT,910134698.0,1417478839.6452,-0.0678167385461591,0.10203699075231192,0,1,0.11839337152474354,0.9999999838755643,0.0,13,129,0.09154929577464789,11.0,3.0,6.0,20.0,5.0,45.0,1.0
2022-01-20 11:59:00,1.3353,1.3722,1.3151,1.3487,ADA-USDT,419963317.0,565128486.474,0.010035198082827934,0.04276192615891571,1,0,0.09253752991514987,0.0,0.0,135,7,0.9507042253521126,6.0,30.0,43.0,17.0,21.0,117.0,1.0
2022-06-03 23:59:00,0.5547,0.5747,0.5379,0.5588,ADABUSD,70119274.0,38905405.2627,0.007573025604038941,0.06634216693708302,1,0,0.11758530183727021,0.0,0.0,128,32,0.8,19.0,74.0,25.0,17.0,14.0,149.0,1.0
2021-03-13 23:59:00,0.05549,0.05827,0.05116,0.0514,AKRO-USDT,462221570.0,25337696.92706,-0.07370697422959083,0.12813119480987575,0,1,0.2826451829472979,0.0,0.0,70,24,0.7446808510638298,7.0,3.0,16.0,33.0,60.0,119.0,1.0
2021-04-08 11:59:00,0.07851,0.07893,0.0724799999999999,0.07488,AKRO-USDT,550489500.0,41468271.92356,-0.04538500764915854,0.08215513947267984,0,1,0.24617330803289045,0.0,0.0,93,12,0.8857142857142857,10.0,3.0,51.0,9.0,15.0,88.0,1.0
2021-04-28 23:59:00,0.05476,0.0558,0.04985,0.05096,AKRO-USDT,590339428.0,31318604.58258,-0.06888361045130464,0.10865595325054792,0,1,0.14384798099762683,0.9999992845948215,0.0,66,42,0.6111111111111112,39.0,3.0,14.0,29.0,22.0,107.0,1.0
2021-06-12 23:59:00,0.01979,0.02158,0.01966,0.01983,AKRO-USDT,847368737.0,17465523.00454,0.002021222839818204,0.09701869631126823,1,0,0.14193548387096763,0.0,0.0,56,56,0.5,19.0,60.0,11.0,9.0,4.0,103.0,1.0
2021-06-27 11:59:00,0.0161,0.01658,0.01548,0.01559,AKRO-USDT,265953263.0,4281006.24073,-0.031075201988812973,0.06832298136645965,0,1,0.12495994873438002,0.0,0.0,43,71,0.37719298245614036,13.0,8.0,17.0,7.0,40.0,85.0,1.0
2021-07-09 23:59:00,0.01914,0.021,0.0187,0.0198199999999999,AKRO-USDT,1910618677.0,38609680.19007,0.03606900156821213,0.12016718913270637,1,0,0.19952867242733704,0.9999986159075528,0.5609710490157788,112,2,0.9824561403508771,7.0,40.0,12.0,31.0,27.0,117.0,1.0
2022-05-13 23:59:00,0.00448,0.00463,0.0037,0.00375,AKRO-USDT,2975674320.0,12487139.83821,-0.1610738255033557,0.2075892857142856,0,1,0.3092269326683291,0.0,0.0,3,147,0.02,23.0,3.0,8.0,12.0,10.0,56.0,1.0
2022-05-25 11:59:00,0.00488,0.00513,0.00421,0.00425,AKRO-USDT,18437178597.0,84370111.07225,-0.13087934560327197,0.18852459016393439,0,1,0.23809523809523817,0.9999948154603376,0.0,12,145,0.07643312101910828,4.0,1.0,3.0,18.0,15.0,41.0,1.0
2021-01-02 23:59:00,0.4541,0.4568,0.3892,0.408,ALGO-USDT,90397594.1,37934537.4586,-0.10171730515191546,0.14886588857079935,0,1,0.19620853080568718,0.9999999461345201,0.0,39,39,0.5,5.0,1.0,7.0,24.0,21.0,58.0,1.0
2021-02-13 11:59:00,1.7224,1.8046,1.35,1.4999,ALGO-USDT,68626713.5,110697738.62605,-0.12912965220925499,0.26393404551788197,0,1,0.31318526848467804,0.9999999953384098,0.0,20,65,0.23529411764705882,9.0,2.0,7.0,33.0,21.0,72.0,1.0
2021-06-09 11:59:00,0.9398,1.14,0.9073,1.0841,ALGO-USDT,86226457.3,91354920.51771,0.15403449010006387,0.24760587359012548,1,0,0.2851415685291906,0.9999999922881132,4.959014361059697,96,15,0.8648648648648649,2.0,111.0,1.0,5.0,2.0,121.0,1.0
2021-09-10 11:59:00,2.3054,2.4294,1.96,2.1137,ALGO-USDT,321318808.0,687454608.52695,-0.0832718913995748,0.2036089181920707,0,1,0.2665331573437713,0.999999992856125,0.0,32,96,0.25,6.0,2.0,3.0,10.0,29.0,50.0,1.0
2022-01-04 11:59:00,1.7957,1.8467,1.7208,1.7473,ALGO-USDT,98427161.4,174394273.60533,-0.02695327727348662,0.07011193406471009,0,1,0.09691429869134476,0.9999999705256221,0.0,112,29,0.7943262411347518,32.0,1.0,29.0,37.0,50.0,149.0,1.0
2022-05-08 23:59:00,0.7652,0.7865,0.7178,0.7291,ALGO-USDT,465170576.7,347424514.62647,-0.04730171174702735,0.0897804495556717,0,1,0.1061792863359442,0.9999999130770708,-0.3407406145405123,8,143,0.052980132450331126,20.0,13.0,8.0,7.0,64.0,112.0,1.0
2021-04-19 23:59:00,9.946,9.95,8.636000000000001,8.675,ALICE-USDT,2547048.3,23257329.3378,-0.12708794526061584,0.1321134124271062,0,1,0.19858156028368773,0.0,0.0,7,100,0.06542056074766354,36.0,6.0,42.0,15.0,9.0,108.0,1.0
2021-04-29 23:59:00,14.61,15.134,12.852,13.473,ALICE-USDT,14661028.9,203037645.9365,-0.07807581770904615,0.1561943874058864,0,1,0.25166643994014415,0.9999999930245034,0.0,15,93,0.1388888888888889,3.0,2.0,4.0,25.0,17.0,51.0,1.0
2021-06-12 11:59:00,6.066,6.1,5.111000000000001,5.454,ALICE-USDT,8437431.8,46195528.3353,-0.10089020771513357,0.16303989449390027,0,1,0.2609731201088804,0.9999999776604094,-0.08756218818346179,15,97,0.13392857142857142,8.0,4.0,4.0,7.0,23.0,46.0,1.0
2021-06-14 11:59:00,6.042999999999999,6.1,5.73,5.815,ALICE-USDT,4013242.4,23738822.3873,-0.03788881535407007,0.0612278669534998,0,1,0.1782387062752681,0.0,0.0,35,77,0.3125,9.0,4.0,33.0,18.0,38.0,102.0,1.0
2021-06-23 11:59:00,3.588,4.54,3.47,4.513999999999999,ALICE-USDT,10104678.7,42306006.528,0.25878416062465104,0.298216276477146,1,0,0.35966735966735963,0.9999999964510172,2.95769219393491,114,0,1.0,6.0,112.0,3.0,6.0,7.0,134.0,1.0
2021-07-01 23:59:00,4.23,4.36,4.05,4.112,ALICE-USDT,14113974.5,59386952.78,-0.02835538752362954,0.07328605200945637,0,1,0.13725490196078444,0.0,0.0,29,85,0.2543859649122807,12.0,22.0,14.0,13.0,7.0,68.0,1.0
